,HER_2024_06_17_17_50_17.sdds,HER_2024_06_17_17_51_02.sdds,HER_2024_06_17_17_51_31.sdds,HER_2024_06_17_17_52_05.sdds,HER_2024_06_17_17_52_33.sdds,HER_2024_06_17_17_53_03.sdds,HER_2024_06_17_17_53_37.sdds
MQC1LE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQC1RE,-0.15403359202,-0.154010337696,-0.154078473918,-0.154101971514,-0.154080931222,-0.154151059141,-0.154176643871
MQC2LE,-0.0258286153358,-0.0258327190464,-0.0258369588904,-0.025841329559,-0.025845829679,-0.025850464704,-0.025855228963
MQC2RE,-0.127648783904,-0.127621156624,-0.127684771518,-0.127703611157,-0.127677779592,-0.127742966362,-0.12776347697
MQD3E1,0.441211416532,0.441192619735,0.441173562474,0.441153772785,0.441179014372,0.441112481609,0.441090980737
MQD3E12,-0.0894511525903,-0.0894659100238,-0.0894811520972,-0.089496865299,-0.089467837351,-0.089529709227,-0.089546836446
MQD3E14,-0.394391737299,-0.394385643585,-0.394471932847,-0.394513892631,-0.394511574614,-0.394555905791,-0.3946015652
MQD3E16,-0.0674855893666,-0.0674965873908,-0.0675079508862,-0.067519663698,-0.067486517043,-0.067544144864,-0.06755691096
MQD3E18,-0.372399867482,-0.372394832371,-0.372482177677,-0.372525248501,-0.372524100338,-0.372569626909,-0.372616505396
MQD3E21,-0.441266902548,-0.441254177897,-0.441333679343,-0.441368606765,-0.441359009739,-0.441441514069,-0.44143384872
MQD3E23,0.26916775267,0.269175691155,0.269184127411,0.269192712004,0.269201420528,0.269210664271,0.26922002483
MQD3E29,0.0319026085988,0.0319092122138,0.031916059374,0.0319231101877,0.031930363221,0.031937861316,0.031945558896
MQD3E31,-0.288789033169,-0.288780624262,-0.288864312989,-0.288903712395,-0.288898897451,-0.288940609946,-0.288983517487
MQD3E33,0.414547270909,0.414536120325,0.41452494211,0.414513281008,0.414501111209,0.414488975685,0.414476330034
MQD3E4,0.0926307793944,0.0926411752032,0.0926519771318,0.092663078893,0.092674475057,0.092686282166,0.092698377922
MQD3E40,0.120575162854,0.120589161273,0.120603711957,0.120618670867,0.120634029386,0.120649948637,0.120666261933
MQD3E8,0.115076366993,0.115088172327,0.115100452231,0.115113067804,0.115126010791,0.115139436698,0.115153183185
MQDRNE5,-0.256852278145,-0.256845688549,-0.256931205029,-0.256972527506,-0.256969734628,-0.257013523129,-0.257058556212
MQDROE5,-0.0038744921982,-0.0038726440263,-0.0038707234986,-0.003868743077,-0.003866702469,-0.003864588808,-0.003862415788
MQEAE10,0.0290909094864,0.0290951729002,0.0290995983288,0.029104150073,0.029108827273,0.029113667459,0.029118630839
MQEAE11,-0.342023934582,-0.342020085639,-0.342108596258,-0.342152903859,-0.342153069524,-0.34219993615,-0.342248176247
