,HER_2024_06_17_17_50_17.sdds,HER_2024_06_17_17_51_02.sdds,HER_2024_06_17_17_51_31.sdds,HER_2024_06_17_17_52_05.sdds,HER_2024_06_17_17_52_33.sdds,HER_2024_06_17_17_53_03.sdds,HER_2024_06_17_17_53_37.sdds
MQC1LE,,,,,,,
MQC1RE,,,,,,,
MQC2LE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQC2RE,,,,,,,
MQD3E1,-0.313654837078,-0.313807437943,-0.313968980862,-0.314132273368,-0.314318600465,-0.314513002162,-0.314724547774
MQD3E12,-0.23124402779,-0.231391645318,-0.231526490172,-0.231678954537,-0.231846872454,-0.232007322943,-0.232181574126
MQD3E14,-0.474128859625,-0.474230663935,-0.474334724691,-0.474455986618,-0.474599508377,-0.474763418662,-0.474954372299
MQD3E16,0.128278860491,0.128332602327,0.128402685745,0.128469950796,0.128521521115,0.128573769101,0.128617352794
MQD3E18,-0.1256186643,-0.125703919471,-0.125790924603,-0.125880563877,-0.125981392028,-0.126073194676,-0.126167567479
MQD3E21,-0.358855442029,-0.359001638805,-0.35915845458,-0.359319156972,-0.359504208431,-0.359698683778,-0.359913649274
MQD3E23,0.400866060791,0.400845851353,0.400833507106,0.40079685083,0.400738159056,0.400660732075,0.400553684343
MQD3E29,0.477277914089,0.477210305318,0.477139907873,0.477051993672,0.47694154086,0.476811135483,0.476649678087
MQD3E31,-0.0842037813069,-0.084259865629,-0.0843167420984,-0.0843746581518,-0.084441909643,-0.0844984979925,-0.0845564282675
MQD3E33,-0.334869449973,-0.335019683169,-0.335168587299,-0.335339245487,-0.335516867274,-0.335712521415,-0.335925654014
MQD3E4,0.422634432214,0.422597957487,0.422568567583,0.422514156605,0.422436616393,0.42233941421,0.422212133183
MQD3E40,-0.278544071772,-0.278693546946,-0.278839550051,-0.279005290745,-0.279182122629,-0.279367557415,-0.279562003562
MQD3E8,-0.233511125346,-0.233659976942,-0.23379635981,-0.233950376293,-0.234112563978,-0.234282094813,-0.234459282717
MQDRNE5,0.0806968146782,0.080734345492,0.0807897947546,0.080833781629,0.08087602373,0.0809214039425,0.080957945098
MQDROE5,0.35665585731,0.356672018508,0.356682501809,0.356677513144,0.356652391002,0.356609906101,0.356538966986
MQEAE10,-0.160614224784,-0.160722646681,-0.160834673326,-0.160950519059,-0.161078754097,-0.161199202792,-0.16132375745
MQEAE11,0.233420428163,0.23348907645,0.233555996503,0.233612978027,0.233649366051,0.233682863376,0.233695743391
MQEAE13,-0.281324099889,-0.281476041269,-0.281624580268,-0.281792939141,-0.281972310244,-0.282160860662,-0.282358607544
MQEAE16,-0.157538067245,-0.157643787962,-0.157752884897,-0.15786550904,-0.157990373123,-0.158107509011,-0.158228143155
MQEAE18,-0.403224344781,-0.403367265686,-0.403505128927,-0.403657195953,-0.403829444877,-0.404022134872,-0.404235825534
MQEAE20,0.202060065789,0.202127557848,0.202201240249,0.202267403079,0.202315069621,0.202362092122,0.202389536129
